INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,IMP_AGE,M_IMP_AGE,AGE_BIN,IMP_YOJ,M_IMP_YOJ,IMP_INCOME,M_IMP_INCOME,IMP_JOB,M_IMP_JOB,IMP_HOME_VAL,M_IMP_HOME_VAL,IMP_TRAVTIME,IMP_BLUEBOOK,OLDCLAIM_BIN,IMP_CAR_AGE,M_IMP_CAR_AGE
4820,0,0,0,52,0,7,"$94,024",No,"$287,265",z_No,z_F,Bachelors,Professional,35,Commercial,"$35,130",1,Van,no,$0,0,No,0,9,Highly Urban/ Urban,52,0,3,7,0,94023.879429,0,Professional,0,287264.85793,0,34.900983199,35130,0,9,0
4821,0,0,0,49,0,14,"$97,447",No,"$251,642",Yes,M,Masters,Manager,21,Private,"$18,630",1,Minivan,no,$0,0,No,1,15,Highly Urban/ Urban,49,0,3,14,0,97447.281182,0,Manager,0,251641.75198,0,21.25030939,18630,0,15,0
4823,0,0,0,50,0,8,,No,$0,z_No,z_F,Bachelors,Home Maker,40,Private,"$13,810",6,Minivan,no,$0,0,No,2,7,z_Highly Rural/ Rural,50,0,3,8,0,12073.33,1,Home Maker,0,0,0,40.245077167,13810,0,7,0
4824,1,6031,0,49,0,6,"$61,068",No,$0,z_No,M,z_High School,Professional,21,Private,"$14,080",1,Minivan,yes,$0,0,Yes,0,1,Highly Urban/ Urban,49,0,3,6,0,61068.314398,0,Professional,0,0,0,21.360366169,14080,0,1,0
4825,0,0,0,42,1,13,"$15,881",No,"$136,461",Yes,z_F,z_High School,Student,18,Private,"$12,850",6,z_SUV,no,"$3,742",3,No,4,,Highly Urban/ Urban,42,0,2,13,0,15881.35402,0,Student,0,136460.73354,0,18.373614108,12850,1,8,1
4826,1,1704,0,53,0,9,"$47,793",No,"$199,133",z_No,z_F,z_High School,Manager,29,Private,"$24,120",11,Sports Car,no,$0,0,No,0,8,Highly Urban/ Urban,53,0,3,9,0,47792.651895,0,Manager,0,199132.78544,0,28.560272238,24120,0,8,0
4828,0,0,0,45,0,,"$19,599",No,"$134,906",z_No,z_F,Bachelors,Home Maker,43,Private,"$24,580",10,z_SUV,no,$0,0,No,1,1,z_Highly Rural/ Rural,45,0,2,10,1,19599.365474,0,Home Maker,0,134906.43328,0,43.050219848,24580,0,1,0
4829,1,1731,0,29,3,13,,No,"$269,107",Yes,M,Bachelors,z_Blue Collar,48,Private,"$11,190",6,Pickup,yes,$0,0,Yes,3,9,Highly Urban/ Urban,29,0,1,13,0,58957.01,1,z_Blue Collar,0,269107.22238,0,47.839170045,11190,0,9,0
4830,1,1798,0,57,0,13,"$53,329",No,"$219,712",Yes,z_F,z_High School,z_Blue Collar,55,Commercial,"$7,200",6,z_SUV,no,$0,0,No,1,1,Highly Urban/ Urban,57,0,4,13,0,53329.268156,0,z_Blue Collar,0,219712.0078,0,55.167765315,7200,0,1,0
4831,0,0,0,49,0,12,"$70,688",No,$0,z_No,M,Masters,Lawyer,28,Private,"$12,440",6,Minivan,yes,$0,0,No,3,19,Highly Urban/ Urban,49,0,3,12,0,70687.503217,0,Lawyer,0,0,0,28.024715803,12440,0,19,0
4832,0,0,0,40,0,10,"$73,600",No,,Yes,z_F,Masters,Professional,25,Private,"$5,500",13,z_SUV,no,"$4,238",3,No,8,20,Highly Urban/ Urban,40,0,2,10,0,73599.519313,0,Professional,0,192245.39,1,25.278414567,5500,1,20,0
4834,0,0,0,55,0,14,"$76,991",No,"$210,996",Yes,M,Masters,Lawyer,19,Private,"$7,000",10,Minivan,yes,$0,0,No,2,17,Highly Urban/ Urban,55,0,3,14,0,76991.238951,0,Lawyer,0,210996.26947,0,19.066301961,7000,0,17,0
4835,0,0,0,47,0,10,"$78,942",No,"$238,237",Yes,z_F,Bachelors,z_Blue Collar,53,Private,"$5,900",1,Sports Car,no,"$20,847",2,Yes,0,6,Highly Urban/ Urban,47,0,3,10,0,78941.701285,0,z_Blue Collar,0,238237.15033,0,52.567766191,5900,3,6,0
4837,0,0,1,43,1,9,"$32,555",No,"$143,834",Yes,M,z_High School,Clerical,5,Private,"$21,040",9,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban,43,0,2,9,0,32554.674844,0,Clerical,0,143833.66785,0,5,21040,0,1,0
4838,1,2829,0,38,2,0,$0,No,"$66,812",Yes,z_F,z_High School,Home Maker,17,Private,"$13,490",6,z_SUV,no,$0,0,No,1,8,Highly Urban/ Urban,38,0,2,0,0,0,0,Home Maker,0,66811.518152,0,17.284403474,13490,0,8,0
4839,1,3121,0,47,0,14,"$14,096",No,"$163,866",Yes,z_F,Bachelors,Clerical,5,Private,"$3,790",8,z_SUV,no,"$7,285",1,No,0,20,Highly Urban/ Urban,47,0,3,14,0,14095.976889,0,Clerical,0,163865.95966,0,5,3790,2,20,0
4840,0,0,0,42,0,10,"$61,419",No,"$196,525",Yes,M,<High School,z_Blue Collar,6,Commercial,"$27,380",1,Panel Truck,no,$0,0,No,0,4,Highly Urban/ Urban,42,0,2,10,0,61418.612188,0,z_Blue Collar,0,196524.82487,0,6.0793861745,27380,0,4,0
4841,0,0,0,47,0,14,"$71,660",No,"$222,417",Yes,z_F,Masters,Manager,22,Private,"$6,200",6,z_SUV,no,"$1,391",3,No,0,18,Highly Urban/ Urban,47,0,3,14,0,71660.221959,0,Manager,0,222417.43613,0,21.897205046,6200,1,18,0
4843,0,0,0,44,0,10,"$175,284",No,$0,z_No,M,Masters,Lawyer,52,Private,"$17,160",9,Minivan,yes,$0,0,No,1,1,Highly Urban/ Urban,44,0,2,10,0,175283.75081,0,Lawyer,0,0,0,51.930036924,17160,0,1,0
4846,0,0,0,51,0,11,"$31,498",No,"$145,207",Yes,z_F,z_High School,Clerical,41,Private,"$20,550",3,Sports Car,no,$0,0,No,3,5,z_Highly Rural/ Rural,51,0,3,11,0,31497.852242,0,Clerical,0,145207.37364,0,40.942912989,20550,0,5,0
4847,1,7045,0,58,0,6,"$57,517",No,$0,z_No,M,Bachelors,Manager,22,Commercial,"$28,740",1,Panel Truck,yes,$0,0,No,4,12,Highly Urban/ Urban,58,0,4,6,0,57517.400606,0,Manager,0,0,0,21.610885675,28740,0,12,0
4848,1,8116,0,58,0,6,"$57,454",No,$0,z_No,M,<High School,z_Blue Collar,27,Commercial,"$7,300",1,Pickup,yes,"$34,123",2,Yes,0,7,Highly Urban/ Urban,58,0,4,6,0,57454.419312,0,z_Blue Collar,0,0,0,26.715660589,7300,3,7,0
4851,1,5075,0,51,0,0,$0,No,"$89,512",Yes,z_F,z_High School,Home Maker,59,Private,"$1,500",1,Sports Car,no,"$6,745",3,No,0,7,Highly Urban/ Urban,51,0,3,0,0,0,0,Home Maker,0,89511.903429,0,59.464471657,1500,2,7,0
4852,0,0,0,47,0,3,"$55,764",No,"$160,057",Yes,z_F,Masters,Home Maker,30,Private,"$11,780",4,z_SUV,no,$0,0,No,0,19,z_Highly Rural/ Rural,47,0,3,3,0,55764.100689,0,Home Maker,0,160057.03718,0,29.796397937,11780,0,19,0
4853,0,0,0,47,0,11,"$72,156",No,"$272,736",Yes,z_F,<High School,z_Blue Collar,40,Commercial,"$10,800",1,z_SUV,no,"$4,136",2,No,0,1,z_Highly Rural/ Rural,47,0,3,11,0,72156.47329,0,z_Blue Collar,0,272735.82698,0,40.144252067,10800,1,1,0
4854,1,4822,0,56,0,12,"$44,308",No,$0,z_No,M,<High School,z_Blue Collar,18,Commercial,"$5,930",11,Pickup,yes,$977,3,No,2,5,Highly Urban/ Urban,56,0,4,12,0,44307.597411,0,z_Blue Collar,0,0,0,17.909141381,5930,1,5,0
4855,0,0,0,41,0,8,"$67,014",No,$0,z_No,M,Bachelors,Professional,39,Private,"$12,300",1,Minivan,yes,"$5,101",2,No,3,5,Highly Urban/ Urban,41,0,2,8,0,67014.274543,0,Professional,0,0,0,39.425696916,12300,2,5,0
4856,1,4855.4133284,0,39,0,9,"$55,771",No,"$234,502",Yes,z_F,Masters,,7,Commercial,"$18,540",6,Pickup,no,$0,0,Yes,2,10,Highly Urban/ Urban,39,0,2,9,0,55771.466742,0,z_Blue Collar,1,234502.09881,0,6.8915034061,18540,0,10,0
4857,1,3011,0,43,1,0,$0,No,$0,Yes,z_F,z_High School,Student,31,Private,"$1,500",4,Sports Car,no,"$9,516",3,No,2,8,z_Highly Rural/ Rural,43,0,2,0,0,0,0,Student,0,0,0,30.668093992,1500,2,8,0
4858,0,0,3,38,3,11,"$85,100",No,"$256,407",Yes,z_F,Masters,z_Blue Collar,34,Private,"$13,810",1,Minivan,no,$0,0,Yes,1,18,Highly Urban/ Urban,38,0,2,11,0,85099.615898,0,z_Blue Collar,0,256407.45261,0,33.730651628,13810,0,18,0
4859,0,0,0,39,1,,"$111,240",No,"$366,164",Yes,z_F,Bachelors,z_Blue Collar,56,Private,"$12,620",6,z_SUV,no,$0,0,No,0,6,Highly Urban/ Urban,39,0,2,10,1,111240.07202,0,z_Blue Collar,0,366164.46115,0,55.517501019,12620,0,6,0
4861,0,0,0,41,0,12,"$201,242",No,,z_No,z_F,PhD,Doctor,17,Private,"$21,730",1,z_SUV,no,$0,0,No,2,14,Highly Urban/ Urban,41,0,2,12,0,201242.21926,0,Doctor,0,269556.66,1,16.922901577,21730,0,14,0
4862,0,0,0,45,2,16,"$49,089",Yes,$0,z_No,M,<High School,Clerical,41,Private,"$6,000",13,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban,45,0,2,16,0,49088.74453,0,Clerical,0,0,0,40.892662172,6000,0,1,0
4864,0,0,0,44,2,9,"$26,455",Yes,"$185,130",z_No,M,<High School,Clerical,39,Private,"$8,040",10,Minivan,no,$0,0,No,0,7,Highly Urban/ Urban,44,0,2,9,0,26455.33041,0,Clerical,0,185130.44624,0,38.59089565,8040,0,7,0
4865,0,0,0,30,3,11,"$22,010",No,"$136,187",Yes,z_F,<High School,Clerical,18,Private,"$10,890",10,z_SUV,no,$0,0,No,4,1,z_Highly Rural/ Rural,30,0,1,11,0,22009.55298,0,Clerical,0,136187.22098,0,18.290601765,10890,0,1,0
4866,0,0,0,49,0,11,"$13,148",No,"$159,195",z_No,M,<High School,z_Blue Collar,71,Private,"$15,700",13,Minivan,yes,"$29,869",3,No,0,8,Highly Urban/ Urban,49,0,3,11,0,13148.491793,0,z_Blue Collar,0,159194.59007,0,71.148148577,15700,3,8,0
4867,0,0,1,43,1,0,$0,Yes,,z_No,z_F,z_High School,Home Maker,12,Private,"$7,400",1,z_SUV,no,$0,0,No,0,7,z_Highly Rural/ Rural,43,0,2,0,0,0,0,Home Maker,0,86861.73,1,11.824822283,7400,0,7,0
4868,0,0,0,39,2,13,"$17,015",No,"$113,792",Yes,M,<High School,Clerical,57,Commercial,"$11,330",6,Pickup,no,$0,0,No,0,5,z_Highly Rural/ Rural,39,0,2,13,0,17014.52868,0,Clerical,0,113791.86848,0,57.290641032,11330,0,5,0
4869,0,0,0,30,1,12,,Yes,$0,z_No,M,Masters,Manager,40,Private,"$19,340",4,Van,yes,"$1,474",3,No,4,19,Highly Urban/ Urban,30,0,1,12,0,87461.56,1,Manager,0,0,0,40.419973315,19340,1,19,0
4870,0,0,0,46,0,0,$0,No,"$80,928",Yes,z_F,<High School,Home Maker,24,Private,"$1,500",1,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural,46,0,3,0,0,0,0,Home Maker,0,80927.790152,0,23.846809573,1500,0,1,0
4872,0,0,0,39,0,11,"$22,613",No,$0,z_No,M,<High School,z_Blue Collar,23,Private,"$10,940",7,Pickup,yes,$0,0,No,1,1,Highly Urban/ Urban,39,0,2,11,0,22612.934343,0,z_Blue Collar,0,0,0,22.701265561,10940,0,1,0
4873,0,0,0,30,0,11,"$89,085",No,$0,z_No,M,z_High School,Manager,43,Private,"$30,290",10,Minivan,yes,"$44,291",1,Yes,0,7,Highly Urban/ Urban,30,0,1,11,0,89085.38413,0,Manager,0,0,0,43.370991243,30290,3,7,0
4874,1,3118,0,46,0,13,"$120,401",No,"$348,157",Yes,M,Bachelors,z_Blue Collar,29,Commercial,"$23,370",6,Panel Truck,yes,"$35,980",2,No,2,10,Highly Urban/ Urban,46,0,3,13,0,120400.82881,0,z_Blue Collar,0,348156.97949,0,29.002509188,23370,3,10,0
4875,0,0,0,51,0,11,"$61,666",No,"$198,755",Yes,z_F,Bachelors,Manager,34,Private,"$14,760",10,z_SUV,no,"$9,227",2,No,7,11,Highly Urban/ Urban,51,0,3,11,0,61666.089756,0,Manager,0,198754.55301,0,34.337370683,14760,2,11,0
4876,1,1298.8685211,0,61,0,17,"$25,525",No,"$158,142",Yes,M,Bachelors,z_Blue Collar,16,Commercial,"$11,060",1,z_SUV,no,"$30,023",3,Yes,5,6,Highly Urban/ Urban,61,0,4,17,0,25525.177517,0,z_Blue Collar,0,158141.68839,0,16.246209712,11060,3,6,0
4877,0,0,0,55,0,14,"$145,735",No,"$417,765",z_No,M,Masters,Lawyer,26,Private,"$8,460",11,Pickup,no,$0,0,No,2,15,Highly Urban/ Urban,55,0,3,14,0,145734.63534,0,Lawyer,0,417764.88629,0,26.294437662,8460,0,15,0
4879,1,6409,0,33,0,0,$0,No,$0,z_No,M,<High School,Student,49,Commercial,"$25,280",3,Panel Truck,no,$0,0,No,0,11,Highly Urban/ Urban,33,0,1,0,0,0,0,Student,0,0,0,49.052686239,25280,0,11,0
4880,0,0,0,42,3,12,"$53,904",No,"$206,207",Yes,z_F,Bachelors,Professional,41,Private,"$19,760",4,Sports Car,no,$0,0,No,0,10,z_Highly Rural/ Rural,42,0,2,12,0,53904.390791,0,Professional,0,206207.21633,0,41.204481475,19760,0,10,0
4882,0,0,0,49,0,13,"$147,455",No,"$394,201",z_No,M,PhD,Manager,53,Private,"$33,430",1,Minivan,no,$0,0,Yes,0,22,Highly Urban/ Urban,49,0,3,13,0,147455.25775,0,Manager,0,394200.57276,0,52.879572036,33430,0,22,0
4883,0,0,0,49,0,14,"$46,209",No,"$191,274",Yes,z_F,z_High School,Manager,7,Private,"$16,970",3,z_SUV,no,$0,0,No,2,1,Highly Urban/ Urban,49,0,3,14,0,46209.351075,0,Manager,0,191273.87938,0,7.0763989977,16970,0,1,0
4884,1,2750,0,39,0,0,$0,No,$0,z_No,M,Bachelors,Student,42,Private,"$12,240",6,Minivan,yes,"$5,093",2,No,6,,z_Highly Rural/ Rural,39,0,2,0,0,0,0,Student,0,0,0,41.829469986,12240,2,8,1
4885,1,5295,0,50,0,12,"$31,291",No,"$197,110",z_No,z_F,z_High School,Clerical,14,Private,"$6,500",4,z_SUV,no,"$3,108",3,No,3,1,Highly Urban/ Urban,50,0,3,12,0,31290.878325,0,Clerical,0,197110.40599,0,13.644330985,6500,1,1,0
4886,0,0,0,47,0,12,"$53,320",No,"$164,347",Yes,z_F,z_High School,Professional,29,Private,"$11,530",1,Sports Car,no,"$4,571",2,No,4,10,Highly Urban/ Urban,47,0,3,12,0,53320.380977,0,Professional,0,164347.40336,0,29.452892673,11530,1,10,0
4887,0,0,0,50,0,8,,No,"$163,641",Yes,z_F,Masters,Lawyer,16,Private,"$24,510",7,Sports Car,no,"$7,715",2,No,0,8,Highly Urban/ Urban,50,0,3,8,0,88304.81,1,Lawyer,0,163641.12482,0,15.798701334,24510,2,8,0
4889,1,4704,0,39,0,10,"$74,719",No,$0,z_No,M,Bachelors,Professional,45,Private,"$25,760",10,Minivan,no,"$4,094",1,No,2,12,Highly Urban/ Urban,39,0,2,10,0,74718.798904,0,Professional,0,0,0,44.72098931,25760,1,12,0
4890,1,5190,0,39,1,0,$0,Yes,$0,z_No,z_F,Bachelors,Student,31,Commercial,"$5,400",3,Sports Car,no,$0,0,No,1,10,Highly Urban/ Urban,39,0,2,0,0,0,0,Student,0,0,0,30.507398517,5400,0,10,0
4891,0,0,0,50,0,8,"$91,494",No,"$282,486",Yes,z_F,Masters,Professional,41,Private,"$24,790",6,z_SUV,no,"$5,398",3,No,0,,z_Highly Rural/ Rural,50,0,3,8,0,91494.436144,0,Professional,0,282486.4431,0,41.196379149,24790,2,8,1
4892,0,0,0,49,0,14,"$39,193",No,"$180,525",Yes,M,Masters,Lawyer,32,Private,"$10,320",1,Minivan,yes,$0,0,No,0,17,z_Highly Rural/ Rural,49,0,3,14,0,39192.914228,0,Lawyer,0,180524.66472,0,31.679527229,10320,0,17,0
4893,0,0,0,56,0,9,"$61,964",No,"$259,175",Yes,z_F,z_High School,Manager,39,Private,"$34,480",4,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban,56,0,4,9,0,61964.324321,0,Manager,0,259175.37671,0,38.827594278,34480,0,1,0
4894,0,0,0,33,4,16,"$24,396",No,"$87,591",Yes,M,<High School,Student,49,Commercial,"$9,310",1,Pickup,yes,$0,0,No,4,9,Highly Urban/ Urban,33,0,1,16,0,24396.230394,0,Student,0,87591.152912,0,48.939854044,9310,0,9,0
4895,0,0,0,55,0,14,"$30,559",No,"$200,812",Yes,M,<High School,z_Blue Collar,37,Private,"$12,700",10,Minivan,yes,$0,0,No,0,4,z_Highly Rural/ Rural,55,0,3,14,0,30559.433409,0,z_Blue Collar,0,200811.75578,0,36.77604311,12700,0,4,0
4896,1,1530,0,35,0,6,"$77,556",No,$0,z_No,M,Bachelors,z_Blue Collar,18,Commercial,"$26,810",14,Panel Truck,no,"$1,249",2,No,0,7,Highly Urban/ Urban,35,0,1,6,0,77555.723975,0,z_Blue Collar,0,0,0,17.938319062,26810,1,7,0
4897,1,2987,0,36,3,12,"$77,950",Yes,,z_No,M,Bachelors,z_Blue Collar,34,Commercial,"$9,510",7,Pickup,no,$0,0,No,0,8,Highly Urban/ Urban,36,0,2,12,0,77950.047745,0,z_Blue Collar,0,156413.52,1,34.390405031,9510,0,8,0
4898,0,0,0,50,0,14,,No,"$97,670",z_No,M,Bachelors,z_Blue Collar,22,Private,"$15,230",1,Minivan,no,$0,0,No,0,,Highly Urban/ Urban,50,0,3,14,0,58957.01,1,z_Blue Collar,0,97670.387555,0,22.288787894,15230,0,8,1
4899,1,943,0,49,0,12,"$61,790",No,"$206,446",z_No,z_F,Bachelors,Manager,51,Private,"$12,580",4,z_SUV,no,$0,0,No,0,15,Highly Urban/ Urban,49,0,3,12,0,61789.817682,0,Manager,0,206446.02445,0,51.032375282,12580,0,15,0
4901,0,0,1,44,1,15,"$77,698",No,"$215,703",Yes,M,Masters,,51,Commercial,"$27,820",13,Panel Truck,yes,$0,0,No,0,14,z_Highly Rural/ Rural,44,0,2,15,0,77698.283625,0,Manager,1,215703.13913,0,50.751419958,27820,0,14,0
4902,1,2575,0,57,2,10,"$35,778",No,"$170,435",Yes,M,z_High School,Clerical,26,Commercial,"$10,780",1,Pickup,no,"$31,557",4,Yes,5,10,Highly Urban/ Urban,57,0,4,10,0,35778.372431,0,Clerical,0,170434.57923,0,25.651179698,10780,3,10,0
4903,0,0,0,49,0,14,,No,"$340,877",Yes,M,PhD,,10,Commercial,"$45,680",6,Panel Truck,yes,$0,0,No,2,12,Highly Urban/ Urban,49,0,3,14,0,61898.1,1,Professional,1,340876.6166,0,9.5523974276,39090,0,12,0
4904,0,0,0,51,0,11,"$103,445",No,"$299,787",Yes,M,Bachelors,Manager,10,Commercial,"$33,570",6,Panel Truck,yes,$0,0,No,2,14,Highly Urban/ Urban,51,0,3,11,0,103445.2521,0,Manager,0,299787.46954,0,10.474638791,33570,0,14,0
4905,1,2646,0,39,0,6,"$81,042",No,"$247,600",Yes,M,Bachelors,Professional,39,Commercial,"$21,430",4,Van,yes,"$7,114",1,No,4,9,Highly Urban/ Urban,39,0,2,6,0,81041.661221,0,Professional,0,247599.91345,0,38.588328718,21430,2,9,0
4907,0,0,0,56,1,14,"$24,266",No,"$133,273",Yes,M,<High School,z_Blue Collar,45,Commercial,"$10,340",6,Pickup,no,"$6,826",3,No,3,1,Highly Urban/ Urban,56,0,4,14,0,24265.749528,0,z_Blue Collar,0,133272.59226,0,45.14958298,10340,2,1,0
4908,0,0,0,29,0,6,"$16,609",No,$0,z_No,M,<High School,Clerical,40,Commercial,"$9,890",15,Pickup,yes,$0,0,No,2,5,z_Highly Rural/ Rural,29,0,1,6,0,16609.484116,0,Clerical,0,0,0,39.912314697,9890,0,5,0
4910,0,0,0,54,0,12,"$52,722",No,$0,z_No,M,z_High School,Professional,55,Private,"$2,280",17,Minivan,yes,$0,0,No,1,1,Highly Urban/ Urban,54,0,3,12,0,52721.892232,0,Professional,0,0,0,55.392872215,2280,0,1,0
4911,1,2194,0,57,0,12,"$62,203",No,$0,z_No,M,z_High School,z_Blue Collar,5,Commercial,"$7,720",4,Pickup,no,"$7,326",1,No,4,9,Highly Urban/ Urban,57,0,4,12,0,62202.64602,0,z_Blue Collar,0,0,0,5,7720,2,9,0
4912,1,3892,1,41,2,8,"$26,652",No,,Yes,z_F,<High School,z_Blue Collar,47,Private,"$8,270",3,z_SUV,no,"$1,944",2,No,6,2,Highly Urban/ Urban,41,0,2,8,0,26651.897287,0,z_Blue Collar,0,156413.52,1,46.560155593,8270,1,2,0
4913,0,0,0,47,0,,"$22,295",No,"$127,813",Yes,z_F,<High School,Clerical,35,Private,"$13,260",4,Sports Car,no,$0,0,Yes,3,1,Highly Urban/ Urban,47,0,3,10,1,22294.7061,0,Clerical,0,127813.02649,0,34.68372419,13260,0,1,0
4914,1,6005,0,45,0,12,"$33,648",No,"$180,461",Yes,z_F,Bachelors,Professional,45,Private,"$6,720",6,Sports Car,no,$0,0,Yes,2,9,Highly Urban/ Urban,45,0,2,12,0,33647.917146,0,Professional,0,180460.58348,0,44.949713304,6720,0,9,0
4915,0,0,0,40,0,0,$0,No,"$89,042",Yes,z_F,z_High School,Home Maker,25,Private,"$5,500",4,Sports Car,no,"$25,344",2,No,7,1,Highly Urban/ Urban,40,0,2,0,0,0,0,Home Maker,0,89042.435195,0,25.264936824,5500,3,1,0
4917,0,0,0,41,0,10,,No,"$97,918",Yes,z_F,z_High School,Student,28,Private,"$6,740",1,z_SUV,no,$0,0,No,4,6,z_Highly Rural/ Rural,41,0,2,10,0,6309.65,1,Student,0,97918.200836,0,27.606858148,6740,0,6,0
4919,0,0,0,45,2,8,"$49,261",Yes,,z_No,z_F,Masters,Lawyer,49,Private,"$18,010",4,z_SUV,no,$551,1,No,4,17,Highly Urban/ Urban,45,0,2,8,0,49261.327915,0,Lawyer,0,201922.45,1,48.934631148,18010,1,17,0
4920,0,0,0,35,0,13,"$126,046",No,"$282,938",Yes,M,Bachelors,Professional,24,Private,"$37,420",1,Minivan,yes,"$5,949",4,No,6,8,Highly Urban/ Urban,35,0,1,13,0,126045.97813,0,Professional,0,282938.28839,0,24.410257075,37420,2,8,0
4921,0,0,0,42,3,10,$997,No,$0,Yes,M,<High School,Student,43,Private,"$12,840",6,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban,42,0,2,10,0,996.87920841,0,Student,0,0,0,43.15448928,12840,0,1,0
4922,0,0,0,49,0,15,"$26,988",No,$0,z_No,M,z_High School,z_Blue Collar,50,Commercial,"$11,440",1,Pickup,yes,$0,0,No,0,7,z_Highly Rural/ Rural,49,0,3,15,0,26987.896435,0,z_Blue Collar,0,0,0,50.147102755,11440,0,7,0
4923,0,0,2,41,2,14,"$89,892",No,"$276,692",Yes,z_F,z_High School,z_Blue Collar,45,Private,"$18,280",1,Minivan,no,"$1,288",3,No,4,11,Highly Urban/ Urban,41,0,2,14,0,89892.428752,0,z_Blue Collar,0,276691.81046,0,44.914783938,18280,1,11,0
4924,1,5108,0,45,0,10,"$32,279",No,"$163,420",Yes,z_F,Bachelors,Professional,46,Private,"$6,000",6,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban,45,0,2,10,0,32278.928918,0,Professional,0,163420.48198,0,46.462489491,6000,0,1,0
4925,0,0,0,41,0,13,,No,$0,Yes,M,Bachelors,Student,95,Commercial,"$23,970",6,Panel Truck,yes,$0,0,No,0,9,z_Highly Rural/ Rural,41,0,2,13,0,6309.65,1,Student,0,0,0,75.14433,23970,0,9,0
4927,0,0,0,45,1,12,,No,"$178,667",Yes,z_F,z_High School,Professional,33,Private,"$4,040",1,z_SUV,no,"$3,398",1,No,0,1,Highly Urban/ Urban,45,0,2,12,0,76593.11,1,Professional,0,178667.10567,0,33.41832063,4040,1,1,0
4929,0,0,0,53,0,5,"$183,296",No,$0,z_No,M,PhD,Manager,10,Commercial,"$34,310",4,Panel Truck,no,"$4,900",3,No,1,9,Highly Urban/ Urban,53,0,3,5,0,183295.8455,0,Manager,0,0,0,9.6998450255,34310,1,9,0
4930,1,429.7410973,0,43,0,6,"$41,274",No,"$103,580",z_No,M,<High School,Clerical,38,Private,"$9,930",6,Minivan,yes,$0,0,No,0,7,Highly Urban/ Urban,43,0,2,6,0,41274.368554,0,Clerical,0,103580.4616,0,37.630966397,9930,0,7,0
4931,0,0,0,49,0,12,,No,"$164,155",z_No,z_F,z_High School,z_Blue Collar,31,Commercial,"$11,040",10,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban,49,0,3,12,0,58957.01,1,z_Blue Collar,0,164154.70509,0,31.29578539,11040,0,1,0
4932,0,0,0,41,0,12,"$73,187",No,"$256,137",Yes,M,Bachelors,Manager,39,Private,"$15,160",4,Minivan,yes,$0,0,No,2,8,Highly Urban/ Urban,41,0,2,12,0,73186.714099,0,Manager,0,256137.33667,0,38.764216125,15160,0,8,0
4933,1,1326,1,45,2,9,$683,No,"$61,630",Yes,z_F,z_High School,Student,60,Commercial,"$19,090",4,z_SUV,no,"$2,279",1,No,0,1,Highly Urban/ Urban,45,0,2,9,0,683.10931463,0,Student,0,61630.133632,0,59.798733257,19090,1,1,0
4934,0,0,0,46,0,11,,No,"$219,719",Yes,z_F,Bachelors,Professional,52,Private,"$8,270",1,z_SUV,no,$0,0,No,1,11,Highly Urban/ Urban,46,0,3,11,0,76593.11,1,Professional,0,219719.0191,0,51.777044626,8270,0,11,0
4935,0,0,0,53,0,11,"$108,233",No,"$290,195",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$1,670",1,Sports Car,no,$0,0,No,2,7,Highly Urban/ Urban,53,0,3,11,0,108232.89984,0,z_Blue Collar,0,290194.65151,0,32.26777191,1670,0,7,0
4936,1,5076,0,30,1,7,"$22,718",Yes,"$116,700",z_No,M,<High School,Clerical,14,Private,"$4,300",1,Minivan,yes,"$4,448",3,No,9,1,Highly Urban/ Urban,30,0,1,7,0,22718.19941,0,Clerical,0,116700.1632,0,14.242136329,4300,1,1,0
4937,0,0,0,36,0,11,"$10,568",No,$0,z_No,z_F,<High School,Clerical,22,Private,"$5,170",1,z_SUV,no,$0,0,No,0,3,Highly Urban/ Urban,36,0,2,11,0,10568.235555,0,Clerical,0,0,0,21.762092986,5170,0,3,0
4938,0,0,0,44,1,16,"$114,537",No,"$307,024",Yes,z_F,Masters,Lawyer,7,Private,"$26,090",17,Pickup,no,$0,0,No,0,17,Highly Urban/ Urban,44,0,2,16,0,114537.45514,0,Lawyer,0,307023.92947,0,6.6554724968,26090,0,17,0
4939,0,0,0,62,0,17,"$64,106",No,"$242,833",Yes,z_F,PhD,Doctor,30,Private,"$14,450",11,Sports Car,no,$0,0,No,0,9,Highly Urban/ Urban,62,0,4,17,0,64106.455958,0,Doctor,0,242832.78494,0,29.802099332,14450,0,9,0
